GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGU001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Total
"G2902010","1860","Missouri","290","Scott","2010","Scott",503
"G2902030","1860","Missouri","290","Shannon","2030","Shannon",13
"G2902050","1860","Missouri","290","Shelby","2050","Shelby",724
"G2902070","1860","Missouri","290","Stoddard","2070","Stoddard",215
"G2902090","1860","Missouri","290","Stone","2090","Stone",16
"G2902110","1860","Missouri","290","Sullivan","2110","Sullivan",102
"G2902130","1860","Missouri","290","Taney","2130","Taney",82
"G2902150","1860","Missouri","290","Texas","2150","Texas",56
"G2902170","1860","Missouri","290","Vernon","2170","Vernon",136
"G2902190","1860","Missouri","290","Warren","2190","Warren",1034
"G2902210","1860","Missouri","290","Washington","2210","Washington",1028
"G2902230","1860","Missouri","290","Wayne","2230","Wayne",261
"G2902250","1860","Missouri","290","Webster","2250","Webster",220
"G2902290","1860","Missouri","290","Wright","2290","Wright",66
"G3150015","1860","Nebraska Territory","315","Buffalo","0015","Buffalo",
"G3150035","1860","Nebraska Territory","315","Burt","0035","Burt",
"G3150055","1860","Nebraska Territory","315","Butler","0055","Butler",
"G3150075","1860","Nebraska Territory","315","Calhoun","0075","Calhoun",
"G3150095","1860","Nebraska Territory","315","Cass","0095","Cass",
"G3150115","1860","Nebraska Territory","315","Cedar","0115","Cedar",
"G3150135","1860","Nebraska Territory","315","Clay","0135","Clay",
"G3150155","1860","Nebraska Territory","315","Cuming","0155","Cuming",
"G3150175","1860","Nebraska Territory","315","Dakota","0175","Dakota",
"G3150195","1860","Nebraska Territory","315","Dawson","0195","Dawson",
"G3150215","1860","Nebraska Territory","315","Dixon","0215","Dixon",
"G3150235","1860","Nebraska Territory","315","Dodge","0235","Dodge",
"G3150255","1860","Nebraska Territory","315","Douglas","0255","Douglas",
"G3150275","1860","Nebraska Territory","315","Gage","0275","Gage",
"G3150295","1860","Nebraska Territory","315","Greene","0295","Greene",
"G3150315","1860","Nebraska Territory","315","Hall","0315","Hall",
"G3150335","1860","Nebraska Territory","315","Johnson/Johnston","0335","Johnson/Johnston",
"G3150355","1860","Nebraska Territory","315","Jones","0355","Jones",
"G3150375","1860","Nebraska Territory","315","Kearney","0375","Kearney",5
"G3150395","1860","Nebraska Territory","315","Lancaster","0395","Lancaster",
"G3150415","1860","Nebraska Territory","315","L'Eau Qui Court","0415","L'Eau Qui",
"G3150435","1860","Nebraska Territory","315","Madison","0435","Madison",
"G3150455","1860","Nebraska Territory","315","Merrick","0455","Merrick",
"G3150475","1860","Nebraska Territory","315","Nemaha","0475","Nemaha",
"G3150495","1860","Nebraska Territory","315","Nuckolls","0495","Nuckolls",
"G3150515","1860","Nebraska Territory","315","Otoe","0515","Otoe",10
"G3150535","1860","Nebraska Territory","315","Pawnee","0535","Pawnee",
"G3150575","1860","Nebraska Territory","315","Platte","0575","Platte",
"G3150595","1860","Nebraska Territory","315","Polk","0595","Polk",
"G3150615","1860","Nebraska Territory","315","Richardson","0615","Richardson",
"G3150635","1860","Nebraska Territory","315","Saline","0635","Saline",
"G3150655","1860","Nebraska Territory","315","Sarpy","0655","Sarpy",
"G3150675","1860","Nebraska Territory","315","Shorter","0675","Shorter",
"G3150715","1860","Nebraska Territory","315","Washington","0715","Washington",
"G3300010","1860","New Hampshire","330","Belknap","0010","Belknap",
"G3300030","1860","New Hampshire","330","Carroll","0030","Carroll",
"G3300050","1860","New Hampshire","330","Cheshire","0050","Cheshire",
"G3300070","1860","New Hampshire","330","Coos","0070","Coos",
"G3300090","1860","New Hampshire","330","Grafton","0090","Grafton",
"G3300110","1860","New Hampshire","330","Hillsborough","0110","Hillsborough",
"G3300130","1860","New Hampshire","330","Merrimack","0130","Merrimack",
"G3300150","1860","New Hampshire","330","Rockingham","0150","Rockingham",
"G3300170","1860","New Hampshire","330","Strafford","0170","Strafford",
"G3300190","1860","New Hampshire","330","Sullivan","0190","Sullivan",
"G3400010","1860","New Jersey","340","Atlantic","0010","Atlantic",
"G3400030","1860","New Jersey","340","Bergen","0030","Bergen",
"G3400050","1860","New Jersey","340","Burlington","0050","Burlington",
"G3400070","1860","New Jersey","340","Camden","0070","Camden",
"G3400090","1860","New Jersey","340","Cape May","0090","Cape May",
"G3400110","1860","New Jersey","340","Cumberland","0110","Cumberland",
"G3400130","1860","New Jersey","340","Essex","0130","Essex",
"G3400150","1860","New Jersey","340","Gloucester","0150","Gloucester",
"G3400170","1860","New Jersey","340","Hudson","0170","Hudson",
"G3400190","1860","New Jersey","340","Hunterdon","0190","Hunterdon",
"G3400210","1860","New Jersey","340","Mercer","0210","Mercer",
"G3400230","1860","New Jersey","340","Middlesex","0230","Middlesex",
"G3400250","1860","New Jersey","340","Monmouth","0250","Monmouth",
"G3400270","1860","New Jersey","340","Morris","0270","Morris",
"G3400290","1860","New Jersey","340","Ocean","0290","Ocean",
"G3400310","1860","New Jersey","340","Passaic","0310","Passaic",
"G3400330","1860","New Jersey","340","Salem","0330","Salem",
"G3400350","1860","New Jersey","340","Somerset","0350","Somerset",
"G3400370","1860","New Jersey","340","Sussex","0370","Sussex",
"G3400390","1860","New Jersey","340","Union","0390","Union",
"G3400410","1860","New Jersey","340","Warren","0410","Warren",
"G3550015","1860","New Mexico Territory","355","Arizona","0015","Arizona",
"G3550035","1860","New Mexico Territory","355","Bernalillo","0035","Bernalillo",
"G3550115","1860","New Mexico Territory","355","Dona Ana","0115","Dona Ana",
"G3550255","1860","New Mexico Territory","355","Mora","0255","Mora",
"G3550315","1860","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",
"G3550395","1860","New Mexico Territory","355","San Miguel","0395","San Miguel",
"G3550415","1860","New Mexico Territory","355","Santa Anna","0415","Santa Anna",
"G3550435","1860","New Mexico Territory","355","Santa Fe","0435","Santa Fe",
"G3550475","1860","New Mexico Territory","355","Socorro","0475","Socorro",
"G3550495","1860","New Mexico Territory","355","Taos","0495","Taos",
"G3550555","1860","New Mexico Territory","355","Valencia","0555","Valencia",
"G3600010","1860","New York","360","Albany","0010","Albany",
"G3600030","1860","New York","360","Allegany","0030","Allegany",
"G3600070","1860","New York","360","Broome","0070","Broome",
"G3600090","1860","New York","360","Cattaraugus","0090","Cattaraugus",
"G3600110","1860","New York","360","Cayuga","0110","Cayuga",
"G3600130","1860","New York","360","Chautauqua","0130","Chautauqua",
"G3600150","1860","New York","360","Chemung","0150","Chemung",
"G3600170","1860","New York","360","Chenango","0170","Chenango",
"G3600190","1860","New York","360","Clinton","0190","Clinton",
"G3600210","1860","New York","360","Columbia","0210","Columbia",
"G3600230","1860","New York","360","Cortland","0230","Cortland",
"G3600250","1860","New York","360","Delaware","0250","Delaware",
"G3600270","1860","New York","360","Dutchess","0270","Dutchess",
"G3600290","1860","New York","360","Erie","0290","Erie",
"G3600310","1860","New York","360","Essex","0310","Essex",
"G3600330","1860","New York","360","Franklin","0330","Franklin",
"G3600350","1860","New York","360","Fulton","0350","Fulton",
"G3600370","1860","New York","360","Genesee","0370","Genesee",
"G3600390","1860","New York","360","Greene","0390","Greene",
"G3600410","1860","New York","360","Hamilton","0410","Hamilton",
"G3600430","1860","New York","360","Herkimer","0430","Herkimer",
"G3600450","1860","New York","360","Jefferson","0450","Jefferson",
"G3600470","1860","New York","360","Kings","0470","Kings",
"G3600490","1860","New York","360","Lewis","0490","Lewis",
"G3600510","1860","New York","360","Livingston","0510","Livingston",
"G3600530","1860","New York","360","Madison","0530","Madison",
"G3600550","1860","New York","360","Monroe","0550","Monroe",
"G3600570","1860","New York","360","Montgomery","0570","Montgomery",
"G3600610","1860","New York","360","New York","0610","New York",
"G3600630","1860","New York","360","Niagara","0630","Niagara",
"G3600650","1860","New York","360","Oneida","0650","Oneida",
"G3600670","1860","New York","360","Onondaga","0670","Onondaga",
"G3600690","1860","New York","360","Ontario","0690","Ontario",
"G3600710","1860","New York","360","Orange","0710","Orange",
"G3600730","1860","New York","360","Orleans","0730","Orleans",
"G3600750","1860","New York","360","Oswego","0750","Oswego",
"G3600770","1860","New York","360","Otsego","0770","Otsego",
"G3600790","1860","New York","360","Putnam","0790","Putnam",
"G3600810","1860","New York","360","Queens","0810","Queens",
"G3600830","1860","New York","360","Rensselaer","0830","Rensselaer",
"G3600850","1860","New York","360","Richmond","0850","Richmond",
"G3600870","1860","New York","360","Rockland","0870","Rockland",
"G3600890","1860","New York","360","St Lawrence","0890","St Lawrence",
"G3600910","1860","New York","360","Saratoga","0910","Saratoga",
"G3600930","1860","New York","360","Schenectady","0930","Schenectady",
"G3600950","1860","New York","360","Schoharie","0950","Schoharie",
"G3600970","1860","New York","360","Schuyler","0970","Schuyler",
"G3600990","1860","New York","360","Seneca","0990","Seneca",
"G3601010","1860","New York","360","Steuben","1010","Steuben",
"G3601030","1860","New York","360","Suffolk","1030","Suffolk",
"G3601050","1860","New York","360","Sullivan","1050","Sullivan",
"G3601070","1860","New York","360","Tioga","1070","Tioga",
"G3601090","1860","New York","360","Tompkins","1090","Tompkins",
"G3601110","1860","New York","360","Ulster","1110","Ulster",
"G3601130","1860","New York","360","Warren","1130","Warren",
"G3601150","1860","New York","360","Washington","1150","Washington",
"G3601170","1860","New York","360","Wayne","1170","Wayne",
"G3601190","1860","New York","360","Westchester","1190","Westchester",
"G3601210","1860","New York","360","Wyoming","1210","Wyoming",
"G3601230","1860","New York","360","Yates","1230","Yates",
"G3700010","1860","North Carolina","370","Alamance","0010","Alamance",3445
"G3700030","1860","North Carolina","370","Alexander","0030","Alexander",611
"G3700050","1860","North Carolina","370","Alleghany","0050","Alleghany",206
"G3700070","1860","North Carolina","370","Anson","0070","Anson",6951
"G3700090","1860","North Carolina","370","Ashe","0090","Ashe",391
"G3700130","1860","North Carolina","370","Beaufort","0130","Beaufort",5878
"G3700150","1860","North Carolina","370","Bertie","0150","Bertie",8185
"G3700170","1860","North Carolina","370","Bladen","0170","Bladen",5327
"G3700190","1860","North Carolina","370","Brunswick","0190","Brunswick",3631
"G3700210","1860","North Carolina","370","Buncombe","0210","Buncombe",1933
"G3700230","1860","North Carolina","370","Burke","0230","Burke",2371
"G3700250","1860","North Carolina","370","Cabarrus","0250","Cabarrus",3040
"G3700270","1860","North Carolina","370","Caldwell","0270","Caldwell",1088
"G3700290","1860","North Carolina","370","Camden","0290","Camden",2127
"G3700310","1860","North Carolina","370","Carteret","0310","Carteret",1969
"G3700330","1860","North Carolina","370","Caswell","0330","Caswell",9355
"G3700350","1860","North Carolina","370","Catawba","0350","Catawba",1664
"G3700370","1860","North Carolina","370","Chatham","0370","Chatham",6246
"G3700390","1860","North Carolina","370","Cherokee","0390","Cherokee",519
"G3700410","1860","North Carolina","370","Chowan","0410","Chowan",3713
"G3700450","1860","North Carolina","370","Cleveland","0450","Cleveland",2131
"G3700470","1860","North Carolina","370","Columbus","0470","Columbus",2463
"G3700490","1860","North Carolina","370","Craven","0490","Craven",6189
"G3700510","1860","North Carolina","370","Cumberland","0510","Cumberland",5830
"G3700530","1860","North Carolina","370","Currituck","0530","Currituck",2523
"G3700570","1860","North Carolina","370","Davidson","0570","Davidson",3076
"G3700590","1860","North Carolina","370","Davie","0590","Davie",2392
"G3700610","1860","North Carolina","370","Duplin","0610","Duplin",7124
"G3700650","1860","North Carolina","370","Edgecombe","0650","Edgecombe",10108
"G3700670","1860","North Carolina","370","Forsyth","0670","Forsyth",1764
"G3700690","1860","North Carolina","370","Franklin","0690","Franklin",7076
"G3700710","1860","North Carolina","370","Gaston","0710","Gaston",2199
"G3700730","1860","North Carolina","370","Gates","0730","Gates",3901
"G3700770","1860","North Carolina","370","Granville","0770","Granville",11086
"G3700790","1860","North Carolina","370","Greene","0790","Greene",3947
"G3700810","1860","North Carolina","370","Guilford","0810","Guilford",3625
"G3700830","1860","North Carolina","370","Halifax","0830","Halifax",10349
"G3700850","1860","North Carolina","370","Harnett","0850","Harnett",2584
"G3700870","1860","North Carolina","370","Haywood","0870","Haywood",313
"G3700890","1860","North Carolina","370","Henderson","0890","Henderson",1382
"G3700910","1860","North Carolina","370","Hertford","0910","Hertford",4445
"G3700950","1860","North Carolina","370","Hyde","0950","Hyde",2791
"G3700970","1860","North Carolina","370","Iredell","0970","Iredell",4177
"G3700990","1860","North Carolina","370","Jackson","0990","Jackson",268
"G3701010","1860","North Carolina","370","Johnston","1010","Johnston",4916
"G3701030","1860","North Carolina","370","Jones","1030","Jones",3413
"G3701070","1860","North Carolina","370","Lenoir","1070","Lenoir",5140
"G3701090","1860","North Carolina","370","Lincoln","1090","Lincoln",2115
"G3701110","1860","North Carolina","370","McDowell","1110","Mcdowell",1305
"G3701130","1860","North Carolina","370","Macon","1130","Macon",519
"G3701150","1860","North Carolina","370","Madison","1150","Madison",213
"G3701170","1860","North Carolina","370","Martin","1170","Martin",4309
"G3701190","1860","North Carolina","370","Mecklenburg","1190","Mecklenburg",6541
"G3701230","1860","North Carolina","370","Montgomery","1230","Montgomery",1823
"G3701250","1860","North Carolina","370","Moore","1250","Moore",2518
"G3701270","1860","North Carolina","370","Nash","1270","Nash",4680
"G3701290","1860","North Carolina","370","New Hanover","1290","New Hanover",10331
"G3701310","1860","North Carolina","370","Northampton","1310","Northampton",6804
"G3701330","1860","North Carolina","370","Onslow","1330","Onslow",3499
"G3701350","1860","North Carolina","370","Orange","1350","Orange",5108
"G3701390","1860","North Carolina","370","Pasquotank","1390","Pasquotank",2983
"G3701430","1860","North Carolina","370","Perquimans","1430","Perquimans",3558
"G3701450","1860","North Carolina","370","Person","1450","Person",5195
"G3701470","1860","North Carolina","370","Pitt","1470","Pitt",8473
"G3701490","1860","North Carolina","370","Polk","1490","Polk",620
"G3701510","1860","North Carolina","370","Randolph","1510","Randolph",1645
"G3701530","1860","North Carolina","370","Richmond","1530","Richmond",5453
"G3701550","1860","North Carolina","370","Robeson","1550","Robeson",5455
"G3701570","1860","North Carolina","370","Rockingham","1570","Rockingham",6318
"G3701590","1860","North Carolina","370","Rowan","1590","Rowan",3930
"G3701610","1860","North Carolina","370","Rutherford","1610","Rutherford",2391
"G3701630","1860","North Carolina","370","Sampson","1630","Sampson",7028
"G3701670","1860","North Carolina","370","Stanly","1670","Stanly",1169
"G3701690","1860","North Carolina","370","Stokes","1690","Stokes",2469
"G3701710","1860","North Carolina","370","Surry","1710","Surry",1246
"G3701770","1860","North Carolina","370","Tyrrell","1770","Tyrrell",1597
"G3701790","1860","North Carolina","370","Union","1790","Union",2246
"G3701830","1860","North Carolina","370","Wake","1830","Wake",10733
"G3701850","1860","North Carolina","370","Warren","1850","Warren",10401
"G3701870","1860","North Carolina","370","Washington","1870","Washington",2465
"G3701890","1860","North Carolina","370","Watauga","1890","Watauga",104
"G3701910","1860","North Carolina","370","Wayne","1910","Wayne",5451
"G3701930","1860","North Carolina","370","Wilkes","1930","Wilkes",1208
"G3701950","1860","North Carolina","370","Wilson","1950","Wilson",3496
"G3701970","1860","North Carolina","370","Yadkin","1970","Yadkin",1436
"G3701990","1860","North Carolina","370","Yancey","1990","Yancey",362
"G3900010","1860","Ohio","390","Adams","0010","Adams",
"G3900030","1860","Ohio","390","Allen","0030","Allen",
"G3900050","1860","Ohio","390","Ashland","0050","Ashland",
"G3900070","1860","Ohio","390","Ashtabula","0070","Ashtabula",
"G3900090","1860","Ohio","390","Athens","0090","Athens",
"G3900110","1860","Ohio","390","Auglaize","0110","Auglaize",
"G3900130","1860","Ohio","390","Belmont","0130","Belmont",
"G3900150","1860","Ohio","390","Brown","0150","Brown",
"G3900170","1860","Ohio","390","Butler","0170","Butler",
"G3900190","1860","Ohio","390","Carroll","0190","Carroll",
"G3900210","1860","Ohio","390","Champaign","0210","Champaign",
"G3900230","1860","Ohio","390","Clark","0230","Clark",
"G3900250","1860","Ohio","390","Clermont","0250","Clermont",
"G3900270","1860","Ohio","390","Clinton","0270","Clinton",
"G3900290","1860","Ohio","390","Columbiana","0290","Columbiana",
"G3900310","1860","Ohio","390","Coshocton","0310","Coshocton",
"G3900330","1860","Ohio","390","Crawford","0330","Crawford",
"G3900350","1860","Ohio","390","Cuyahoga","0350","Cuyahoga",
"G3900370","1860","Ohio","390","Darke","0370","Darke",
"G3900390","1860","Ohio","390","Defiance","0390","Defiance",
"G3900410","1860","Ohio","390","Delaware","0410","Delaware",
"G3900430","1860","Ohio","390","Erie","0430","Erie",
"G3900450","1860","Ohio","390","Fairfield","0450","Fairfield",
"G3900470","1860","Ohio","390","Fayette","0470","Fayette",
"G3900490","1860","Ohio","390","Franklin","0490","Franklin",
"G3900510","1860","Ohio","390","Fulton","0510","Fulton",
"G3900530","1860","Ohio","390","Gallia","0530","Gallia",
"G3900550","1860","Ohio","390","Geauga","0550","Geauga",
"G3900570","1860","Ohio","390","Greene","0570","Greene",
"G3900590","1860","Ohio","390","Guernsey","0590","Guernsey",
"G3900610","1860","Ohio","390","Hamilton","0610","Hamilton",
"G3900630","1860","Ohio","390","Hancock","0630","Hancock",
"G3900650","1860","Ohio","390","Hardin","0650","Hardin",
"G3900670","1860","Ohio","390","Harrison","0670","Harrison",
"G3900690","1860","Ohio","390","Henry","0690","Henry",
"G3900710","1860","Ohio","390","Highland","0710","Highland",
"G3900730","1860","Ohio","390","Hocking","0730","Hocking",
"G3900750","1860","Ohio","390","Holmes","0750","Holmes",
"G3900770","1860","Ohio","390","Huron","0770","Huron",
"G3900790","1860","Ohio","390","Jackson","0790","Jackson",
"G3900810","1860","Ohio","390","Jefferson","0810","Jefferson",
"G3900830","1860","Ohio","390","Knox","0830","Knox",
"G3900850","1860","Ohio","390","Lake","0850","Lake",
"G3900870","1860","Ohio","390","Lawrence","0870","Lawrence",
"G3900890","1860","Ohio","390","Licking","0890","Licking",
"G3900910","1860","Ohio","390","Logan","0910","Logan",
"G3900930","1860","Ohio","390","Lorain","0930","Lorain",
"G3900950","1860","Ohio","390","Lucas","0950","Lucas",
"G3900970","1860","Ohio","390","Madison","0970","Madison",
"G3900990","1860","Ohio","390","Mahoning","0990","Mahoning",
"G3901010","1860","Ohio","390","Marion","1010","Marion",
"G3901030","1860","Ohio","390","Medina","1030","Medina",
"G3901050","1860","Ohio","390","Meigs","1050","Meigs",
"G3901070","1860","Ohio","390","Mercer","1070","Mercer",
"G3901090","1860","Ohio","390","Miami","1090","Miami",
"G3901110","1860","Ohio","390","Monroe","1110","Monroe",
"G3901130","1860","Ohio","390","Montgomery","1130","Montgomery",
"G3901150","1860","Ohio","390","Morgan","1150","Morgan",
"G3901170","1860","Ohio","390","Morrow","1170","Morrow",
"G3901190","1860","Ohio","390","Muskingum","1190","Muskingum",
"G3901210","1860","Ohio","390","Noble","1210","Noble",
"G3901230","1860","Ohio","390","Ottawa","1230","Ottawa",
"G3901250","1860","Ohio","390","Paulding","1250","Paulding",
"G3901270","1860","Ohio","390","Perry","1270","Perry",
"G3901290","1860","Ohio","390","Pickaway","1290","Pickaway",
"G3901310","1860","Ohio","390","Pike","1310","Pike",
"G3901330","1860","Ohio","390","Portage","1330","Portage",
"G3901350","1860","Ohio","390","Preble","1350","Preble",
"G3901370","1860","Ohio","390","Putnam","1370","Putnam",
"G3901390","1860","Ohio","390","Richland","1390","Richland",
"G3901410","1860","Ohio","390","Ross","1410","Ross",
"G3901430","1860","Ohio","390","Sandusky","1430","Sandusky",
"G3901450","1860","Ohio","390","Scioto","1450","Scioto",
"G3901470","1860","Ohio","390","Seneca","1470","Seneca",
"G3901490","1860","Ohio","390","Shelby","1490","Shelby",
"G3901510","1860","Ohio","390","Stark","1510","Stark",
"G3901530","1860","Ohio","390","Summit","1530","Summit",
"G3901550","1860","Ohio","390","Trumbull","1550","Trumbull",
"G3901570","1860","Ohio","390","Tuscarawas","1570","Tuscarawas",
"G3901590","1860","Ohio","390","Union","1590","Union",
"G3901610","1860","Ohio","390","Van Wert","1610","Van Wert",
"G3901630","1860","Ohio","390","Vinton","1630","Vinton",
"G3901650","1860","Ohio","390","Warren","1650","Warren",
"G3901670","1860","Ohio","390","Washington","1670","Washington",
"G3901690","1860","Ohio","390","Wayne","1690","Wayne",
"G3901710","1860","Ohio","390","Williams","1710","Williams",
"G3901730","1860","Ohio","390","Wood","1730","Wood",
"G3901750","1860","Ohio","390","Wyandot","1750","Wyandot",
"G4100030","1860","Oregon","410","Benton","0030","Benton",
"G4100050","1860","Oregon","410","Clackamas","0050","Clackamas",
"G4100070","1860","Oregon","410","Clatsop","0070","Clatsop",
"G4100090","1860","Oregon","410","Columbia","0090","Columbia",
"G4100110","1860","Oregon","410","Coos","0110","Coos",
"G4100150","1860","Oregon","410","Curry","0150","Curry",
"G4100190","1860","Oregon","410","Douglas","0190","Douglas",
"G4100290","1860","Oregon","410","Jackson","0290","Jackson",
"G4100330","1860","Oregon","410","Josephine","0330","Josephine",
"G4100390","1860","Oregon","410","Lane","0390","Lane",
"G4100430","1860","Oregon","410","Linn","0430","Linn",
"G4100470","1860","Oregon","410","Marion","0470","Marion",
"G4100510","1860","Oregon","410","Multnomah","0510","Multnomah",
"G4100530","1860","Oregon","410","Polk","0530","Polk",
"G4100570","1860","Oregon","410","Tillamook","0570","Tillamook",
"G4100595","1860","Oregon","410","Umpqua","0595","Umpqua",
"G4100650","1860","Oregon","410","Wasco","0650","Wasco",
"G4100670","1860","Oregon","410","Washington","0670","Washington",
"G4100710","1860","Oregon","410","Yamhill","0710","Yamhill",
"G4200010","1860","Pennsylvania","420","Adams","0010","Adams",
"G4200030","1860","Pennsylvania","420","Allegheny","0030","Allegheny",
"G4200050","1860","Pennsylvania","420","Armstrong","0050","Armstrong",
"G4200070","1860","Pennsylvania","420","Beaver","0070","Beaver",
"G4200090","1860","Pennsylvania","420","Bedford","0090","Bedford",
"G4200110","1860","Pennsylvania","420","Berks","0110","Berks",
"G4200130","1860","Pennsylvania","420","Blair","0130","Blair",
"G4200150","1860","Pennsylvania","420","Bradford","0150","Bradford",
"G4200170","1860","Pennsylvania","420","Bucks","0170","Bucks",
"G4200190","1860","Pennsylvania","420","Butler","0190","Butler",
"G4200210","1860","Pennsylvania","420","Cambria","0210","Cambria",
"G4200250","1860","Pennsylvania","420","Carbon","0250","Carbon",
"G4200270","1860","Pennsylvania","420","Centre","0270","Centre",
"G4200290","1860","Pennsylvania","420","Chester","0290","Chester",
"G4200310","1860","Pennsylvania","420","Clarion","0310","Clarion",
"G4200330","1860","Pennsylvania","420","Clearfield","0330","Clearfield",
"G4200350","1860","Pennsylvania","420","Clinton","0350","Clinton",
"G4200370","1860","Pennsylvania","420","Columbia","0370","Columbia",
"G4200390","1860","Pennsylvania","420","Crawford","0390","Crawford",
"G4200410","1860","Pennsylvania","420","Cumberland","0410","Cumberland",
"G4200430","1860","Pennsylvania","420","Dauphin","0430","Dauphin",
"G4200450","1860","Pennsylvania","420","Delaware","0450","Delaware",
"G4200470","1860","Pennsylvania","420","Elk","0470","Elk",
"G4200490","1860","Pennsylvania","420","Erie","0490","Erie",
"G4200510","1860","Pennsylvania","420","Fayette","0510","Fayette",
"G4200530","1860","Pennsylvania","420","Forest","0530","Forest",
"G4200550","1860","Pennsylvania","420","Franklin","0550","Franklin",
"G4200570","1860","Pennsylvania","420","Fulton","0570","Fulton",
"G4200590","1860","Pennsylvania","420","Greene","0590","Greene",
"G4200610","1860","Pennsylvania","420","Huntingdon","0610","Huntingdon",
"G4200630","1860","Pennsylvania","420","Indiana","0630","Indiana",
"G4200650","1860","Pennsylvania","420","Jefferson","0650","Jefferson",
"G4200670","1860","Pennsylvania","420","Juniata","0670","Juniata",
"G4200710","1860","Pennsylvania","420","Lancaster","0710","Lancaster",
"G4200730","1860","Pennsylvania","420","Lawrence","0730","Lawrence",
"G4200750","1860","Pennsylvania","420","Lebanon","0750","Lebanon",
"G4200770","1860","Pennsylvania","420","Lehigh","0770","Lehigh",
"G4200790","1860","Pennsylvania","420","Luzerne","0790","Luzerne",
"G4200810","1860","Pennsylvania","420","Lycoming","0810","Lycoming",
"G4200830","1860","Pennsylvania","420","McKean","0830","Mckean",
"G4200850","1860","Pennsylvania","420","Mercer","0850","Mercer",
"G4200870","1860","Pennsylvania","420","Mifflin","0870","Mifflin",
"G4200890","1860","Pennsylvania","420","Monroe","0890","Monroe",
"G4200910","1860","Pennsylvania","420","Montgomery","0910","Montgomery",
"G4200930","1860","Pennsylvania","420","Montour","0930","Montour",
"G4200950","1860","Pennsylvania","420","Northampton","0950","Northampton",
"G4200970","1860","Pennsylvania","420","Northumberland","0970","Northumberland",
"G4200990","1860","Pennsylvania","420","Perry","0990","Perry",
"G4201010","1860","Pennsylvania","420","Philadelphia","1010","Philadelphia",
"G4201030","1860","Pennsylvania","420","Pike","1030","Pike",
"G4201050","1860","Pennsylvania","420","Potter","1050","Potter",
"G4201070","1860","Pennsylvania","420","Schuylkill","1070","Schuylkill",
"G4201090","1860","Pennsylvania","420","Snyder","1090","Snyder",
"G4201110","1860","Pennsylvania","420","Somerset","1110","Somerset",
"G4201130","1860","Pennsylvania","420","Sullivan","1130","Sullivan",
"G4201150","1860","Pennsylvania","420","Susquehanna","1150","Susquehanna",
"G4201170","1860","Pennsylvania","420","Tioga","1170","Tioga",
"G4201190","1860","Pennsylvania","420","Union","1190","Union",
"G4201210","1860","Pennsylvania","420","Venango","1210","Venango",
"G4201230","1860","Pennsylvania","420","Warren","1230","Warren",
"G4201250","1860","Pennsylvania","420","Washington","1250","Washington",
"G4201270","1860","Pennsylvania","420","Wayne","1270","Wayne",
"G4201290","1860","Pennsylvania","420","Westmoreland","1290","Westmoreland",
"G4201310","1860","Pennsylvania","420","Wyoming","1310","Wyoming",
"G4201330","1860","Pennsylvania","420","York","1330","York",
"G4400010","1860","Rhode Island","440","Bristol","0010","Bristol",
"G4400030","1860","Rhode Island","440","Kent","0030","Kent",
"G4400050","1860","Rhode Island","440","Newport","0050","Newport",
"G4400070","1860","Rhode Island","440","Providence","0070","Providence",
"G4400090","1860","Rhode Island","440","Washington","0090","Washington",
"G4500010","1860","South Carolina","450","Abbeville","0010","Abbeville",20502
"G4500070","1860","South Carolina","450","Anderson","0070","Anderson",8425
"G4500110","1860","South Carolina","450","Barnwell","0110","Barnwell",17401
"G4500130","1860","South Carolina","450","Beaufort","0130","Beaufort",32530
"G4500190","1860","South Carolina","450","Charleston","0190","Charleston",37290
"G4500230","1860","South Carolina","450","Chester","0230","Chester",10868
"G4500250","1860","South Carolina","450","Chesterfield","0250","Chesterfield",4348
"G4500270","1860","South Carolina","450","Clarendon","0270","Clarendon",8566
"G4500290","1860","South Carolina","450","Colleton","0290","Colleton",32307
"G4500310","1860","South Carolina","450","Darlington","0310","Darlington",11877
"G4500370","1860","South Carolina","450","Edgefield","0370","Edgefield",24060
"G4500390","1860","South Carolina","450","Fairfield","0390","Fairfield",15534
"G4500430","1860","South Carolina","450","Georgetown","0430","Georgetown",18109
"G4500450","1860","South Carolina","450","Greenville","0450","Greenville",7049
"G4500510","1860","South Carolina","450","Horry","0510","Horry",2359
"G4500550","1860","South Carolina","450","Kershaw","0550","Kershaw",7841
"G4500570","1860","South Carolina","450","Lancaster","0570","Lancaster",5650
"G4500590","1860","South Carolina","450","Laurens","0590","Laurens",13200
"G4500630","1860","South Carolina","450","Lexington","0630","Lexington",6202
"G4500670","1860","South Carolina","450","Marion","0670","Marion",9951
"G4500690","1860","South Carolina","450","Marlboro","0690","Marlboro",6893
"G4500710","1860","South Carolina","450","Newberry","0710","Newberry",13695
"G4500750","1860","South Carolina","450","Orangeburg","0750","Orangeburg",16583
"G4500770","1860","South Carolina","450","Pickens","0770","Pickens",4195
"G4500790","1860","South Carolina","450","Richland","0790","Richland",11005
"G4500830","1860","South Carolina","450","Spartanburg","0830","Spartanburg",8240
"G4500850","1860","South Carolina","450","Sumter","0850","Sumter",16682
